lon,lat,type,loctype,address,north,south,east,west,locality,postal_town,administrative_area_level_2,administrative_area_level_1,country,administrative_area_level_4,postal_code,route,neighborhood,political,establishment,street_number,administrative_area_level_3,locality.1,premise,campground,colloquial_area,bus_station,subpremise,postal_code_suffix,route.1,bar,political.1,premise.1,art_gallery,airport,archipelago
-2.666818,54.69523,locality,approximate,"langwathby, penrith ca10 1nb, uk",54.70167799999999,54.688781,-2.6508106,-2.6828254,Langwathby,Penrith,Cumbria,England,United Kingdom,NA,CA10 1NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.992494,53.04304,locality,approximate,"wrexham, uk",53.0730607,53.0291108,-2.9454931,-3.0308429,Wrexham,Wrexham,Wrexham,Wales,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.871765,53.78216399999999,locality,approximate,"kirkham, preston pr4, uk",53.7876419,53.7736701,-2.8520991,-2.9026183,Kirkham,Preston,Lancashire,England,United Kingdom,NA,PR4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.719394,54.156799,locality,approximate,"priest hutton, carnforth la6 1jp, uk",54.1633323,54.1502647,-2.7033866,-2.7354014,Priest Hutton,Carnforth,Lancashire,England,United Kingdom,NA,LA6 1JP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.343509,53.37891,locality,approximate,"hale, altrincham, uk",53.3872017,53.36415,-2.2948892,-2.3525764,Hale,Altrincham,Greater Manchester,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.9915726,53.4083714,locality,approximate,"liverpool, uk",53.503907,53.3204478,-2.8129382,-3.0191793,Liverpool,NA,Merseyside,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.1340401,51.52455920000001,establishment,geometric_center,"gower st, bloomsbury, london wc1e 6bt, uk",51.52590818029151,51.52321021970851,-0.132691119708498,-0.135389080291502,NA,London,Greater London,England,United Kingdom,NA,WC1E 6BT,Gower Street,Bloomsbury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.0879769,50.8197675,locality,approximate,"portsmouth, uk",50.8593091,50.7501624,-1.0184922,-1.1749682,Portsmouth,NA,Portsmouth,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.09253870000000002,51.5061955,establishment,rooftop,"30 park st, london se1 9eq, uk",51.50754448029149,51.5048465197085,-0.09118971970849798,-0.09388768029150206,NA,London,Greater London,England,United Kingdom,NA,SE1 9EQ,Park Street,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.224721,57.477773,locality,approximate,"inverness, uk",57.496112,57.4398806,-4.1732932,-4.2704223,Inverness,Inverness,Highland,Scotland,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.7658488,58.56110409999999,car_repair,geometric_center,"keoltag dr, reay, thurso kw14 7re, uk",58.5624530802915,58.55975511970849,-3.764499819708497,-3.767197780291502,Reay,Thurso,Highland,Scotland,United Kingdom,NA,KW14 7RE,Keoltag Drive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.8530748,59.0441401,establishment,approximate,"shapinsay, united kingdom",59.08776090000001,59.0168371,-2.7979947,-2.935132,NA,NA,Orkney,Scotland,United Kingdom,NA,NA,NA,NA,NA,Shapinsay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.6000637,59.1068844,establishment,approximate,"stronsay, orkney, uk",59.1617386,59.071075,-2.5271075,-2.6900853,NA,Orkney,Orkney,Scotland,United Kingdom,NA,NA,NA,NA,NA,Stronsay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.184691,59.03845,locality,approximate,"harray, orkney kw17 2lb, uk",59.0441899,59.0327092,-3.1686836,-3.2006984,Harray,Orkney,Orkney,Scotland,United Kingdom,NA,KW17 2LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.689735999999999,58.098279,locality,approximate,"portgower, helmsdale kw8 6hw, uk",58.10417510000001,58.09238190000001,-3.6737286,-3.7057434,Portgower,Helmsdale,Highland,Scotland,United Kingdom,NA,KW8 6HW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.6811482,57.1480544,route,geometric_center,"bunoich cres, fort augustus ph32 4dx, uk",57.14948723029149,57.14678926970849,-4.679975619708498,-4.682673580291502,NA,Fort Augustus,Highland,Scotland,United Kingdom,NA,PH32 4DX,Bunoich Crescent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.653533,58.11726099999999,locality,approximate,"helmsdale kw8 6jf, uk",58.123154,58.1113671,-3.6375256,-3.6695404,Helmsdale,Helmsdale,Highland,Scotland,United Kingdom,NA,KW8 6JF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.491715,58.51417199999999,locality,approximate,"halkirk kw12, uk",58.5239857,58.5053893,-3.4830987,-3.5041065,Halkirk,Halkirk,Highland,Scotland,United Kingdom,NA,KW12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.692003,58.551777,locality,approximate,"shebster, thurso kw14 7qy, uk",58.557598,58.54595510000001,-3.6759956,-3.7080104,Shebster,Thurso,Highland,Scotland,United Kingdom,NA,KW14 7QY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170.2505273,-45.8456213,establishment,approximate,"taieri river, otago, new zealand",-45.7039611,-45.9963707,170.3770564,170.1306278,NA,NA,NA,Otago,New Zealand,NA,NA,NA,NA,NA,Taieri River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.066269999999999,50.15257099999999,locality,approximate,"falmouth, uk",50.1660572,50.1350165,-5.0424381,-5.1064866,Falmouth,NA,Cornwall,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.08507669999999999,51.5129841,bar,rooftop,"1, corbet court, 3-6 gracechurch st, london ec3v 0at, uk",51.5143330802915,51.5116351197085,-0.08372771970849796,-0.08642568029150202,NA,London,Greater London,England,United Kingdom,NA,EC3V 0AT,Gracechurch Street,NA,NA,NA,3-6,NA,NA,Corbet Court,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
-0.3609004,53.743062,establishment,rooftop,"249-251 anlaby rd, hull hu3 2se, uk",53.74441098029151,53.74171301970851,-0.359551419708498,-0.3622493802915021,NA,Hull,Kingston upon Hull,England,United Kingdom,NA,HU3 2SE,Anlaby Road,NA,NA,NA,249-251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.8803112,54.5209184,administrative_area_level_4,approximate,"rokeby, uk",54.5267759,54.5064801,-1.8541494,-1.9326429,NA,NA,County Durham,England,United Kingdom,Rokeby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-75.694942,45.42277,embassy,rooftop,"80 elgin st, ottawa, on k1p 5k7, canada",45.4241189802915,45.4214210197085,-75.69359301970849,-75.69629098029151,Ottawa,NA,Ottawa Division,Ontario,Canada,NA,K1P 5K7,Elgin Street,Downtown,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5929434,54.9214528,establishment,geometric_center,"trafford, gateshead ne9 6nf, uk",54.9228017802915,54.9201038197085,-1.591594419708498,-1.594292380291502,NA,Gateshead,Tyne and Wear,England,United Kingdom,NA,NE9 6NF,Trafford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5894941,54.9141223,establishment,geometric_center,"durham rd, low eighton, gateshead ne9 7ty, uk",54.91547128029149,54.9127733197085,-1.588145119708498,-1.590843080291502,Low Eighton,Gateshead,Tyne and Wear,England,United Kingdom,NA,NE9 7TY,Durham Road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.542752,54.643569,locality,approximate,"workington, uk",54.6518826,54.6237465,-3.5251395,-3.5726437,Workington,Workington,Cumbria,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.574947,54.923771,political,approximate,"wrekenton, gateshead ne9 7jd, uk",54.93018259999999,54.9173584,-1.5589396,-1.5909544,NA,Gateshead,Tyne and Wear,England,United Kingdom,NA,NE9 7JD,NA,NA,Wrekenton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5973323,54.93419410000001,political,approximate,"low fell, gateshead, uk",54.9498227,54.91367229999999,-1.5751648,-1.6108704,NA,Gateshead,Tyne and Wear,England,United Kingdom,NA,NA,NA,NA,Low Fell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-88.0817251,41.525031,locality,approximate,"joliet, il, usa",41.5946909,41.431339,-87.990791,-88.30954779999999,Joliet,NA,Will County,Illinois,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0689395,51.4899958,establishment,geometric_center,"woolwich arsenal, woolwich, london se18 6eu, uk",51.4913447802915,51.4886468197085,0.07028848029150203,0.06759051970849797,NA,London,Greater London,England,United Kingdom,NA,SE18 6EU,NA,Woolwich,NA,Woolwich Arsenal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.1121439,54.972665,locality,approximate,"hexham ne46, uk",54.98883989999999,54.9437684,-2.0631149,-2.1435859,Hexham,Hexham,Northumberland,England,United Kingdom,NA,NE46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.893508,54.910868,locality,approximate,"whittonstall, consett ne43 7sq, uk",54.9172817,54.9044533,-1.8775006,-1.9095154,Whittonstall,Consett,Northumberland,England,United Kingdom,NA,NE43 7SQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.6468161,51.7813763,locality,approximate,"newland, coleford gl16 8nj, uk",51.7882788,51.7744727,-2.6308087000000002,-2.6628235,Newland,Coleford,Gloucestershire,England,United Kingdom,NA,GL16 8NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.608166,54.9157107,locality,approximate,"lamesley, gateshead ne11, uk",54.9203805,54.90752879999999,-1.6001997,-1.6132505,Lamesley,Gateshead,Tyne and Wear,England,United Kingdom,NA,NE11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5879004,54.9191762,political,approximate,"harlow green, gateshead ne9, uk",54.9244785,54.9144893,-1.5793955,-1.5916443,NA,Gateshead,Tyne and Wear,England,United Kingdom,NA,NE9,NA,NA,Harlow Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.2281397,53.485371,political,approximate,"ancoats, manchester, uk",53.4876232,53.4825896,-2.2231162,-2.2326164,NA,Manchester,Greater Manchester,England,United Kingdom,NA,NA,NA,NA,Ancoats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.09999999999999999,51.48999999999999,political,approximate,"woolwich east, london se18 1eq, uk",51.496947,51.4830519,0.1160074,0.0839926,NA,London,Greater London,England,United Kingdom,NA,SE18 1EQ,NA,NA,Woolwich East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.040177,51.4818179,neighborhood,approximate,"charlton, london se7 8ub, uk",51.4887662,51.4748686,0.0561844,0.0241696,NA,London,Greater London,England,United Kingdom,NA,SE7 8UB,NA,Charlton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.291346,53.697411,establishment,geometric_center,"foundry st, rawtenstall bb4 6hq, uk",53.6987599802915,53.6960620197085,-2.289997019708498,-2.292694980291502,NA,Rawtenstall,Lancashire,England,United Kingdom,NA,BB4 6HQ,Foundry Street,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.85523,54.560329,cemetery,rooftop,"127 ballygowan rd, crossnacreevy, belfast bt5 7tz, uk",54.56167798029151,54.55898001970851,-5.853881019708497,-5.856578980291502,Crossnacreevy,Belfast,Castlereagh,Northern Ireland,United Kingdom,NA,BT5 7TZ,Ballygowan Road,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.7974835,54.5772323,administrative_area_level_2,approximate,"cumbria, uk",55.18898129999999,54.0396343,-2.1590187,-3.6406214,NA,NA,Cumbria,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.2965186,52.6561639,locality,approximate,"northborough, peterborough pe6, uk",52.6632026,52.6535363,-0.2875358,-0.3076709,Northborough,Peterborough,Peterborough,England,United Kingdom,NA,PE6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.776904,55.141102,locality,approximate,"dunscore, dumfries dg2 0sx, uk",55.1474789,55.1347241,-3.7608966,-3.7929114,Dunscore,Dumfries,Dumfries and Galloway,Scotland,United Kingdom,NA,DG2 0SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.9428992,54.9840803,route,geometric_center,"balgerran rd, castle douglas dg7, uk",54.9961922,54.9721738,-3.926764,-3.957023,NA,Castle Douglas,Dumfries and Galloway,Scotland,United Kingdom,NA,DG7,Balgerran Road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.4530276,51.47952,locality,approximate,"longford, uk",51.48624909999999,51.4552376,-0.4111546,-0.5103751,Longford,NA,Greater London,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4022963000000001,52.7516798,locality,approximate,"king's lynn, uk",52.7613389,52.74131,0.4130312,0.3896189,King's Lynn,King's Lynn,Norfolk,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4022963000000001,52.7516798,locality,approximate,"king's lynn, uk",52.7613389,52.74131,0.4130312,0.3896189,King's Lynn,King's Lynn,Norfolk,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.687481,52.64746599999999,locality,approximate,"swaffham, uk",52.6728617,52.6221887,0.742355,0.6112808,Swaffham,NA,Norfolk,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.1128843,57.1464841,establishment,rooftop,"the mackenzie bldg, 168 skene st, aberdeen ab10 1pe, uk",57.1478330802915,57.1451351197085,-2.111535319708498,-2.114233280291502,NA,Aberdeen,Aberdeen City,Scotland,United Kingdom,NA,AB10 1PE,Skene Street,NA,NA,NA,168,NA,NA,The MacKenzie Building,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.004379999999999,54.94859899999999,locality,approximate,"balmaghie, castle douglas dg7 2pb, uk",54.9550066,54.9421903,-3.9883726,-4.0203874,Balmaghie,Castle Douglas,Dumfries and Galloway,Scotland,United Kingdom,NA,DG7 2PB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.945421,54.80876,establishment,rooftop,"6 abbey park, dundrennan, kirkcudbright dg6 4qq, uk",54.8101089802915,54.8074110197085,-3.944072019708498,-3.946769980291502,Dundrennan,Kirkcudbright,Dumfries and Galloway,Scotland,United Kingdom,NA,DG6 4QQ,Abbey Park,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.1708199,54.8569244,locality,approximate,"girthon, castle douglas dg7 2dw, uk",54.8633467,54.8505011,-4.1548125,-4.1868273,Girthon,Castle Douglas,Dumfries and Galloway,Scotland,United Kingdom,NA,DG7 2DW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.9268279,55.368078,locality,approximate,"sanquhar dg4, uk",55.37586229999999,55.3598234,-3.9088625,-3.939558,Sanquhar,Sanquhar,Dumfries and Galloway,Scotland,United Kingdom,NA,DG4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.963508,54.916889,locality,approximate,"rhonehouse, castle douglas dg7 1td, uk",54.9233017,54.91047529999999,-3.9475006,-3.9795154,Rhonehouse,Castle Douglas,Dumfries and Galloway,Scotland,United Kingdom,NA,DG7 1TD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.931414,54.940415,locality,approximate,"castle douglas dg7, uk",54.954754200000004,54.93000199999999,-3.9117949,-3.9518416,Castle Douglas,Castle Douglas,Dumfries and Galloway,Scotland,United Kingdom,NA,DG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.60512,55.070859,locality,approximate,"dumfries, uk",55.0942477,55.0415437,-3.5622079,-3.6594178,Dumfries,Dumfries,Dumfries and Galloway,Scotland,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.008466,52.2087999,locality,approximate,"hardwick, cambridge cb23, uk",52.2190141,52.19139939999999,0.0253874,-0.0240447,Hardwick,Cambridge,Cambridgeshire,England,United Kingdom,NA,CB23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.523964,55.623396,locality,approximate,"biggar ml12, uk",55.62941610000001,55.61506749999999,-3.5049497,-3.5391809,Biggar,Biggar,South Lanarkshire,Scotland,United Kingdom,NA,ML12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.356251,53.905682,locality,approximate,"boston spa, wetherby ls23, uk",53.9119421,53.8970423,-1.3267645,-1.3710573,Boston Spa,Wetherby,West Yorkshire,England,United Kingdom,NA,LS23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.435093,53.841963,locality,approximate,"beverley hu17, uk",53.86057779999999,53.8215375,-0.3975329,-0.4660534,Beverley,Beverley,East Riding of Yorkshire,England,United Kingdom,NA,HU17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.3381378,53.5259334,locality,approximate,"mullingar, co. westmeath, ireland",53.54669999999999,53.5054599,-7.30012,-7.3877801,Mullingar,NA,NA,County Westmeath,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72.1906721,24.2585031,locality,approximate,"deesa, gujarat, india",24.2810307,24.2267318,72.2285313,72.155074,Deesa,NA,Banaskantha,Gujarat,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.5766446,51.5101562,establishment,rooftop,"28 coity rd, bridgend cf31 1lr, uk",51.51150518029149,51.5088072197085,-3.575295619708498,-3.577993580291502,NA,Bridgend,Bridgend,Wales,United Kingdom,NA,CF31 1LR,Coity Road,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6.828595399999999,53.1420265,neighborhood,approximate,"curragh, co. kildare, ireland",53.1552406,53.1334147,-6.8098163,-6.8492713,NA,NA,NA,County Kildare,Ireland,NA,NA,NA,Curragh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72.8147123,18.9067031,political,approximate,"colaba, mumbai, maharashtra, india",18.926386,18.8926646,72.8349566,72.8034247,Mumbai,NA,Mumbai,Maharashtra,India,NA,NA,NA,NA,Colaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.443377,54.005996,locality,approximate,"driffield yo25, uk",54.0169406,53.9929704,-0.4168677,-0.4555549,Driffield,Driffield,East Riding of Yorkshire,England,United Kingdom,NA,YO25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.737095,53.456307,locality,approximate,"st helens, saint helens, uk",53.486025,53.4161166,-2.677342,-2.780963,St Helens,Saint Helens,Merseyside,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.37218,53.753609,locality,approximate,"accrington, uk",53.7755829,53.7165027,-2.3137248,-2.3902481,Accrington,NA,Lancashire,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.3261002,53.7008264,locality,approximate,"haslingden, rossendale bb4, uk",53.7137884,53.6886344,-2.3090981,-2.3404207,Haslingden,Rossendale,Lancashire,England,United Kingdom,NA,BB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.265543,53.9301178,administrative_area_level_4,approximate,"gisburn bb7, uk",53.9453326,53.90940430000001,-2.2252192,-2.3161779,NA,NA,Lancashire,England,United Kingdom,Gisburn,BB7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.3534429,54.0962683,administrative_area_level_4,approximate,"ellenthorpe, york yo51, uk",54.1140798,54.0876887,-1.3429505,-1.3740953,NA,York,North Yorkshire,England,United Kingdom,Ellenthorpe,YO51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.369077,53.905568,locality,approximate,"grindleton, clitheroe bb7 4ra, uk",53.9121409,53.8989941,-2.3530696,-2.3850844,Grindleton,Clitheroe,Lancashire,England,United Kingdom,NA,BB7 4RA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.9781303,51.4542645,locality,approximate,"reading, uk",51.4931339,51.4097795,-0.9284944,-1.0636011,Reading,Reading,Reading,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.28064,53.52703899999999,locality,approximate,"prestwich, manchester, uk",53.54407819999999,53.5120043,-2.2465329,-2.3267654,Prestwich,Manchester,Greater Manchester,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.177212,53.46287299999999,political,approximate,"gorton, manchester m18 8ju, uk",53.4695153,53.4562296,-2.1612046,-2.1932194,NA,Manchester,Greater Manchester,England,United Kingdom,NA,M18 8JU,NA,NA,Gorton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.893075,53.193392,locality,approximate,"chester, uk",53.2206226,53.1643553,-2.8402174,-2.9355461,Chester,Chester,Cheshire West and Chester,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.184666,53.499558,political,approximate,"newton heath, manchester m40 2te, uk",53.5061946,53.4929204,-2.1686586,-2.2006734,NA,Manchester,Greater Manchester,England,United Kingdom,NA,M40 2TE,NA,NA,Newton Heath,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.23091,53.497904,political,approximate,"collyhurst, manchester m8 8rq, uk",53.5045408,53.4912661,-2.2149026,-2.2469174,NA,Manchester,Greater Manchester,England,United Kingdom,NA,M8 8RQ,NA,NA,Collyhurst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
